LP,ZAKRES,ПЕРЕЧЕНЬ РАБОТ,ILOŚĆ,JM,CENA,WARTOŚĆ,KOMENTARZ,,ZMIANA +/-,CENA DOP,JM,WARTOŚĆ,KOMENTARZ,,FINAŁ,JM,WARTOŚĆ,,Progres,%,Wart Progres,,przedp,hol,kuch,salon,biuro,master,pok1,pok2,pok3,laz1,laz2,laz3,sch1,,PAKIET START,PAKIET COMFORT,PAKIET PRESTIGE,JM,WARTOŚĆ START,WARTOŚĆ COMFORT,WARTOŚĆ PRESTIGE,,MATERIAŁ 1,NA JM,ILOŚĆ,MATERIAŁ 2,NA JM,ILOŚĆ,MATERIAŁ 3,NA JM,ILOŚĆ,MATERIAŁ 4,NA JM,ILOŚĆ,MATERIAŁ 5,NA JM,ILOŚĆ,,Zakres,Cena J,J,Umowa il,Ilość,Wykonane il,KOM,,Marż J,Koszt Umowa,Profit Umowa,Marż W Umowa,Kwota,Profit Plan,Marż W Plan,Koszt Fakt,Profit Fakt,Marż W Fakt,,Pracownik,2024-09-05,Pracownik,2024-09-12,Pracownik,2024-09-19,Pracownik,2024-09-26,Pracownik,2024-10-03,Pracownik,2024-10-10,Pracownik,2024-10-17,Pracownik,2024-10-24,Pracownik,2024-10-31,Pracownik,2024-11-07,Pracownik,2024-11-14,Pracownik,2024-11-21,Pracownik,2024-11-28,Pracownik,2024-12-05,Pracownik,2024-12-12,Pracownik,2024-12-19
13,INNE /  KOORDYNACJA / NIESTANDARDOWE,ДРУГОЕ / НЕСТАНДАРТНЫЕ,,,,"0,00 zł",,,,,,"0,00 zł","0,00 zł",,,,"0,00 zł",,,0%,"0,00zł",,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,,,,,,"0,00zł","0,00zł","0,00zł",,,,,,,,,,,,,,,,,,ДРУГОЕ / НЕСТАНДАРТНЫЕ,,,,,,,,,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,01",Koordynacja zakupów i dostaw chemii budowlanej z wniesieniem,Координация закупок и доставок с внесением материалов,"0,0%",%,"0,00 zł","0,00 zł",,,,"0,00 zł",%,"0,00 zł",,,"0,0%",%,"0,00 zł",,"0,0",2%,"0,0","2,0%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,%,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00 zł",%,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,Датчик протечки ,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,02","Utrzymanie czystości podczas prac, odkurzanie, stosowanie dywaników, sprzątanie podstawowe. Nie obejmuje czyszczenia detali ani usług profesjonalnego sprzątania (cleaningu)",Поддержание чистоты во время работы и уборка после ее завершения,"0,0",m2,"18,59 zł","0,00 zł",,,,"18,59 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,"0,00","0,00","0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00 zł",m2,"0,0","0,0","0,0",,,100%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,03","Uwzględnienie lokalizacji / specyfiki projektu (np. lokalizacja, terminowość, piętro)","Учет местоположения (работа за городом), от","0,0",szt,"0,00 zł","0,00 zł",,,,"0,00 zł",szt,"0,00 zł",,,"0,0",szt,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,szt,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00 zł",szt,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,04","Odbiór, rozładowanie, wniesienie dostaw zewnętrznych","Принятие, разгрузка и занос доставок внешних","0,0",godz,"137,50 zł","0,00 zł",na prośbę klienta,,,"137,50 zł",godz,"0,00 zł",,,"0,0",godz,"0,00 zł",,"0,0",0%,"0,0","0,0",,,,,,,,,,,,,,,,,,godz,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Принятие, разгрузка и занос доставок внешних","50,00 zł",godz,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,05",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,06",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,07",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,08",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,09",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,10",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,11",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,12",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,13",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,14",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,15",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,16",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,17",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,18",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,19",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,20",,,"0,0",,,"0,00 zł",,,,"0,0",,0,,,"0,0",,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,,,"0,0","0,0","0,0",,,#DIV/0!,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
